DateofSale,Address,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,formatted_address
2015-11-9,"7A Flaxmill Court, Flaxmill Lane, Drogheda",Meath,58545.46,No,No,Second-Hand Dwelling house /Apartment,"Flaxmill Court, Flaxmill Ln, Yellowbatter, Drogheda, Co. Louth, Ireland"
2015-2-17,"5 Prior Park Terrace, Clonmel",Tipperary,105000,No,No,Second-Hand Dwelling house /Apartment,"5 Prior Park Dr, Burgagery-Lands West, Clonmel, Co. Tipperary, E91 E635, Ireland"
2020-6-25,"11 Church Green, Ballinglanna, Glanmire",Cork,334801,No,Yes,New Dwelling house /Apartment,"Ballinglanna, Co. Cork, Ireland"
2018-7-25,"7 TEMPLE MANOR GROVE, GREENHILLS, DUBLIN 12",Dublin,421500,No,No,Second-Hand Dwelling house /Apartment,"7 Temple Manor Grove, Limekilnfarm, Dublin 12, D12 R891, Ireland"
2014-12-17,"73 Preston Brook, Rathangan, Co Kildare",Kildare,120704.84,No,Yes,New Dwelling house /Apartment,"73 Preston Brook, Mullantine, Rathangan, Co. Kildare, R51 VX95, Ireland"
2014-7-23,"DUNWORLEY, TIMOLEAGUE",Cork,215000,No,No,Second-Hand Dwelling house /Apartment,"Castle Lower, Timoleague, Co. Cork, Ireland"
2017-8-5,"18 AVONDALE HALL, 151 PARNELL ST, DUBLIN 1",Dublin,150500,No,No,Second-Hand Dwelling house /Apartment,"HALL, 151, The Life House, 1 Parnell St, North City, Dublin 1, D01 TF70, Ireland"
2021-9-13,"22 TULLYVARRAGA CRESENT, SHANNON, CLARE",Clare,255000,No,No,Second-Hand Dwelling house /Apartment,"Woodview, 22 Tullyvarraga Cres, Tullyvarraga, Shannon, Co. Clare, V14 FV04, Ireland"
2018-7-13,"LECARROW, KNOCKROE, CROGHAN BOYLE",Roscommon,171000,No,No,Second-Hand Dwelling house /Apartment,"Croghan, NY 13327, USA"
2014-12-15,"LAMBSTOWN, GLYNN, WEXFORD",Wexford,160000,No,No,Second-Hand Dwelling house /Apartment,"Cloonerane, Lambstown, Co. Wexford, Ireland"
2020-12-14,"DROMCLOGH EAST, BANTRY, CORK",Cork,285000,No,No,Second-Hand Dwelling house /Apartment,"Dromclogh East, Lisheens, Co. Cork, Ireland"
2021-5-28,"54 CLONARD ST, BALBRIGGAN, DUBLIN",Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,"Ballyheigue, 54 Clonard St, Balbriggan, Co. Dublin, K32 C677, Ireland"
2019-6-3,"CUILTYBOE, LOUGHLYNN, CASTLEREA",Roscommon,68000,No,No,Second-Hand Dwelling house /Apartment,"Demesne, Castlerea, Co. Roscommon, Ireland"
2021-2-11,"4 EDEN PARK AVE, DUBLIN 14, DUBLIN",Dublin,640000,No,No,Second-Hand Dwelling house /Apartment,"4 Eden Park Ave, Kilmacud, Dublin, D14 W5Y2, Ireland"
2012-1-6,"7 Ard Glas, Ferbane",Offaly,132500,No,Yes,New Dwelling house /Apartment,"7 Ard Glas, Ballyvora, Ferbane, Co. Offaly, R42 K386, Ireland"
2018-3-16,"APT 142, 109 PARNELL ST, DUBLIN 1",Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,"142, 109 Parnell St, Rotunda, Dublin 1, Ireland"
2017-2-27,"25 CEDARWOOD DR CASTLEHEIGHTS, KILMONEY RD, CARRIGALINE",Cork,211538.46,No,No,Second-Hand Dwelling house /Apartment,"25 Cedarwood Dr, Kilmoney, Carrigaline, Co. Cork, P43 K338, Ireland"
2014-7-23,"16 KEEPER RD, DRIMNAGH, DUBLIN 12",Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,"16 Keeper Rd, Drimnagh, Dublin, D12 E516, Ireland"
2011-5-31,"10 Beechpark Wood, Leixip",Kildare,110132,No,Yes,New Dwelling house /Apartment,"Beech Park Wood, Beech Park, Easton, Leixlip, Co. Kildare, Ireland"
2013-6-28,"Tullaghboy, Connolly",Clare,9190,No,No,Second-Hand Dwelling house /Apartment,"Tullaghaboy, Tullaghboy, Co. Galway, Ireland"
2019-6-17,"14 CUIRT EANNA, LONG WALK, GALWAY",Galway,300000,No,No,Second-Hand Dwelling house /Apartment,"Cúirt Éanna, The Long Walk, Galway, Ireland"
2021-8-30,"16 CLUAIN FRAOIGH, LANESBOROUGH ROAD, ROSCOMMON",Roscommon,166000,No,No,Second-Hand Dwelling house /Apartment,"16 Cluain Fraoigh, Cloonybeirne, Roscommon, F42 XF64, Ireland"
2016-6-7,"75 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN RD",Cork,222500,No,No,Second-Hand Dwelling house /Apartment,"75 Clonlea, Mount Oval Village, Cork, T12 H42W, Ireland"
2015-7-10,"4 LANGFIELD, DUBLIN ROAD, DUNDALK",Louth,110000,No,No,Second-Hand Dwelling house /Apartment,"4 Langfield, Dublin Rd, Marshes Upper, Dundalk, Co. Louth, A91 XR0K, Ireland"
2014-11-27,"KILFINANE RD, BALLYORGAN, LIMERICK",Limerick,160000,No,No,Second-Hand Dwelling house /Apartment,"Kilfinane Rd, Co. Limerick, Ireland"
2017-7-11,"24 GLENCAIRN WALK, SANDYFORD, DUBLIN 18",Dublin,530000,No,No,Second-Hand Dwelling house /Apartment,"24 Glencairn Walk, The Gallops, Dublin, D18 H5V9, Ireland"
2021-10-3,"65 STEEPLECHASE COURT, RATOATH, MEATH",Meath,210000,No,No,Second-Hand Dwelling house /Apartment,"65 Steeplechase Ct, Ratoath, Co. Meath, Ireland"
2012-10-30,"7 Tir Eda, Tobarteascain, Ennis",Clare,105000,No,No,Second-Hand Dwelling house /Apartment,"7 Tir Eda, Tobarteascáin, Clonroad More, Ennis, Co. Clare, V95 C8KP, Ireland"
2016-3-31,"21 Mount Eagle Court, Leopardstown Heights, Dublin 18",Dublin,585000,No,No,Second-Hand Dwelling house /Apartment,"21 Mount Eagle Ct, Leopardstown Heights, Sandyford, Dublin 18, D18 N4C1, Ireland"
2016-1-20,"7 THE ELM COURTYARD, BELLVIEW WOODS, BALLYDOWNY",Kerry,165000,No,No,Second-Hand Dwelling house /Apartment,"7 The Elm Courtyard, Ballydowny, Killarney, Co. Kerry, V93 C2W2, Ireland"
2018-5-28,"COPPER BEECH COTTAGE, BALLINAHOUN, FERMOY",Cork,80000,No,No,Second-Hand Dwelling house /Apartment,"Fermoy, Co. Cork, Ireland"
2017-11-16,"1 ASHE WAY, KNOCKSEDAN DEMENSE, SWORDS",Dublin,392070.48,No,Yes,New Dwelling house /Apartment,"Swords, Co. Dublin, Ireland"
2018-11-13,"GORTGARRA, ARRANMORE ISLAND, CO DONEGAL",Donegal,77000,No,No,Second-Hand Dwelling house /Apartment,"Gortgarra, Arranmore, Co. Donegal, Ireland"
2018-12-7,"2 SOUTHVILLE GARDENS, BALLINACURRA, LIMERICK",Limerick,240000,No,No,Second-Hand Dwelling house /Apartment,"Ardeen, 2 Southville Gardens, Ballinacurra, Limerick, V94 AYD5, Ireland"
2018-2-28,"1 LOWER PRINCE EDWARD TCE, BLACKROCK, DUBLIN",Dublin,1840000,No,No,Second-Hand Dwelling house /Apartment,"Prince Edward Terrace Lower, Carysfort Ave, Blackrock, Co. Dublin, Ireland"
2019-1-23,"19 CARTRUN BREAC, LISBRACK, LONGFORD",Longford,37250,No,No,Second-Hand Dwelling house /Apartment,"19 Cartrun Breac, Lisbrack, Longford, N39 TY47, Ireland"
2014-8-12,"17 WOODLANDS VALE, ARKLOW, WICKLOW",Wicklow,103500,No,No,Second-Hand Dwelling house /Apartment,"17 Woodlands Vale, Lamberton, Arklow, Co. Wicklow, Y14 CC92, Ireland"
2011-2-16,"Churchtown, Newcastlewest",Limerick,137160,No,Yes,New Dwelling house /Apartment,"Churchtown Rd, Co. Limerick, Ireland"
2012-1-20,"12 Old Cross Square, Monaghan",Monaghan,80000,No,No,Second-Hand Dwelling house /Apartment,"12 Old Cross Square, Tirkeenan, Monaghan, Co. Monaghan, H18 K603, Ireland"
2018-8-14,"30 St. Helen's Drive, St. Helen's, Adamstown",Dublin,325991.18,No,Yes,New Dwelling house /Apartment,"30 St Helen's Dr, Finnstown, Lucan, Co. Dublin, Ireland"
2016-4-28,"49 Sion Hill Park, Drumcondra",Dublin,519823,No,Yes,New Dwelling house /Apartment,"49 Sion Hill Park, Grace Park, Dublin, D09 H685, Ireland"
2011-11-28,"52 Blackthorn Close, Portmarnock, County Dublin",Dublin,390000,No,No,Second-Hand Dwelling house /Apartment,"52 Blackthorn Cl, Carrickhill, Portmarnock, Co. Dublin, D13 Y968, Ireland"
2012-12-20,"Derryvrin, Abbeydorney",Kerry,187000,No,No,Second-Hand Dwelling house /Apartment,"Montanagay, Abbeydorney, Co. Kerry, Ireland"
2015-4-9,"No. 17 The Square, Aubrey Manor, Rathcoole",Dublin,383259.91,No,Yes,New Dwelling house /Apartment,"Rathcoole, Co. Dublin, Ireland"
2015-7-1,"RATHBAWN LODGE, TULLOW, CARLOW",Carlow,305000,No,No,Second-Hand Dwelling house /Apartment,"Rathbawn, Tullow, Co. Carlow, R93 F786, Ireland"
2019-10-25,"LEA RD, PORTARLINGTON, LAOIS",Laois,317500,No,No,Second-Hand Dwelling house /Apartment,"Portarlington, Co. Laois, Ireland"
2014-1-8,"12 HAZELBROOK COURT, TERENURE, DUBLIN 6W",Dublin,425000,No,No,Second-Hand Dwelling house /Apartment,"6w, 12 Hazelbrook Ct, Terenure, Dublin 6W, Co. Dublin, D6W DH76, Ireland"
2015-4-2,"CAMLA, KILLYCUSHILL, MONAGHAN",Monaghan,90000,No,No,Second-Hand Dwelling house /Apartment,"Monaghan, Ireland"
2019-9-19,"92 COLLEGE AVE, MOUNTMELLICK, LAOIS",Laois,139000,No,No,Second-Hand Dwelling house /Apartment,"92 College Ave, Townparks, Co. Laois, Ireland"
2021-8-19,"8 CHERRY ORCHARD, BROOMFIELD VILLAGE, MIDLETON",Cork,177000,No,No,Second-Hand Dwelling house /Apartment,"Midleton, Co. Cork, Ireland"
2016-8-1,"Apartment 10, Cumberland Row, North Cumberland Street",Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,"Cumberland Row, Britain Pl, Rotunda, Dublin 1, Ireland"
2012-7-9,"17 The Square (Arcadia Court), Skerries",Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,"Arcadia Court, The Square, Townparks, Skerries, Co. Dublin, Ireland"
2014-10-10,"BALLINTIM, CAMOLIN, ENNISCORTHY",Wexford,340000,No,No,Second-Hand Dwelling house /Apartment,"Enniscorthy, Co. Wexford, Ireland"
2017-12-10,"ROSS, KILBAHA, CO CLARE",Clare,60000,No,No,Second-Hand Dwelling house /Apartment,"Kiltrellig, Kilbaha, Co. Clare, Ireland"
2019-10-29,"3 CUCHULAINN HEIGHTS, CARLINGFORD, CO LOUTH",Louth,330000,No,No,Second-Hand Dwelling house /Apartment,"3 Cuchulaínn Heights, Liberties of Carlingford, Carlingford, Co. Louth, A91 K535, Ireland"
2011-2-12,"22 Ben Eadair Road, Stoneybatter",Dublin,70000,No,No,Second-Hand Dwelling house /Apartment,"22 Ben Edair Rd, Arbour Hill, Stoneybatter, Dublin 7, D07 Y153, Ireland"
2019-7-15,"41 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13",Dublin,260000,Yes,No,Second-Hand Dwelling house /Apartment,"13 Ayrfield Dr, Ayrfield, Dublin, D13 E8E2, Ireland"
2021-9-16,"BALLYFERNOGUE, CAMPILE, WEXFORD",Wexford,315000,No,No,Second-Hand Dwelling house /Apartment,"Ballykeeroge, Campile, Co. Wexford, Ireland"
2010-6-1,"Scrine, Athleauge, Co. Roscommon",Roscommon,195000,No,Yes,New Dwelling house /Apartment,"Skrine, Mote, Co. Roscommon, Ireland"
2014-8-10,"69 ANNAMOE RD, CABRA, DUBLIN 7",Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,"69 Annamoe Rd, Cabra East, Dublin 7, D07 EY06, Ireland"
2018-3-20,"5 THE CRESCENT, PARK WEST POINTE, YEATS WAY DUBLIN 22",Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,"Park West Pointe, 12 Yeats Way, Park West Business Park, Dublin 12, D12 DA30, Ireland"
2016-12-20,"9 FAIRVIEW, BIRR, OFFALY",Offaly,115000,Yes,No,Second-Hand Dwelling house /Apartment,"9 Fairview, Townparks, Birr, Co. Offaly, R42 K229, Ireland"
2017-3-23,"42A DRUMMARTIN PARK, GOATSTOWN, DUBLIN 14",Dublin,10000,No,No,Second-Hand Dwelling house /Apartment,"42a, 14 Drummartin Park, Kilmacud West, Dublin 14, D14 W925, Ireland"
2016-4-26,"59 MAIGH RIOCAIRD, CASTLEGAR VILLAGE, HEADFORD RD",Galway,166000,No,No,Second-Hand Dwelling house /Apartment,"59 Maigh Riocaird, Castlegar Village, Co. Galway, H91 XP4V, Ireland"
2017-5-10,"43 LORETTO PK, FRIARS WALK, CORK",Cork,211000,No,No,Second-Hand Dwelling house /Apartment,"43 Loretto Park, Ballyphehane, Cork, T12 P8C7, Ireland"
2013-11-7,"Clash Road, Abbeyfeale",Limerick,20000,No,No,Second-Hand Dwelling house /Apartment,"Abbeyfeale West, Clash Road, Co. Limerick, Ireland"
2021-10-2,"2 ST MARYS TERRACE, ST MARYS RD, KILLARNEY",Kerry,105000,No,No,Second-Hand Dwelling house /Apartment,"33 St Mary's Rd, Killarney, Co. Kerry, V93 YCH0 St Mary's Rd, Killarney, Co. Kerry, V93 YCH0, Ireland"
2019-11-29,"19 TEMPLEROAN GREEN, RATHFARNHAM, DUBLIN 14",Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,"14 Templeroan Green, Rathfarnham, Dublin, D16 Y9P5, Ireland"
2021-1-19,"59 KINGSWOOD, BLACKROCK RD, DUNDALK",Louth,255000,No,No,Second-Hand Dwelling house /Apartment,"59 Kingswood, Blackrock Rd, Marsh South, Dundalk, Co. Louth, A91 Y293, Ireland"
2021-3-31,"ST. JOSEPHS, RAILWAY VIEW, ATHLONE",Westmeath,301000,No,No,Second-Hand Dwelling house /Apartment,"Railway View, Athlone, Co. Westmeath, Ireland"
2018-8-28,"42 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18",Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,"Weavers Hall, Levmoss Ave, Orby Park, The Gallops, Sandyford, Dublin 18, Ireland"
2016-8-12,"13 HAZELVILLE, ONSLOW GARDENS COMMONS RD, CORK",Cork,200000,No,No,Second-Hand Dwelling house /Apartment,"13 Hazelville, Commons Road, Onslow Gardens, Cork, T23 N2K2, Ireland"
2010-1-28,"15 Lanesborough Mews, St. Margarets  Finglas, Dublin 11",Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,"Lanesborough Mews, Finglas, Dublin 11, Ireland"
2017-7-12,"9 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES DUBLIN 6",Dublin,480000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 5, Ramleh Hall, Convent Ave, Mount St Annes, Dublin 6, Ireland"
2019-6-25,"26 LOWER BELADD, STRADBALLY RD, PORTLAOISE",Laois,190000,No,No,Second-Hand Dwelling house /Apartment,"26 Beladd Lower, Beladd, Portlaoise, Co. Laois, R32 E8NX, Ireland"
2013-10-10,"8 The Quays, Harbour Point, Longford",Longford,24000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 60, Harbour Point, Market Square, Townparks, Longford, Ireland"
2015-5-11,"8 BEECH GROVE, JOHNSTOWN WOOD, NAVAN",Meath,177500,No,No,Second-Hand Dwelling house /Apartment,"8 Beechgrove, Johnstown, Johnstown Wood, Co. Meath, C15 CD7T, Ireland"
2018-3-29,"15 THE MAPLES, BIRD AVENUE, CLONSKEAGH",Dublin,656000,No,No,Second-Hand Dwelling house /Apartment,"15 The Maples, Farranboley, Clonskeagh, Co. Dublin, Ireland"
2021-10-20,"35 SWANS NEST AVENUE, KILBARRACK, DUBLIN 5",Dublin,156000,Yes,No,Second-Hand Dwelling house /Apartment,"35 Swans Nest Ave, Donaghmede, Dublin 5, D05 E725, Ireland"
2013-8-28,"Apt. 6  Mountgarrett Lane, Irishtown, New Ross",Wexford,30000,No,No,Second-Hand Dwelling house /Apartment,"6 Mountgarrett Ln, Bowling Green, New Ross, Co. Wexford, Ireland"
2011-6-1,"13 Riversdale Court, Monkstown",Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,"Riverdale Court, Queen's Park, Montpelier, Monkstown, Co. Dublin, Ireland"
2019-9-4,"8 Park Crescent, Hansfield Wood, Hansfield",Dublin,339207,No,Yes,New Dwelling house /Apartment,"8 Park Cres, Hansfield, Dublin, D15 DH9X, Ireland"
2014-4-4,"27 An Crannog, Kingscourt Road, Carrickmacross",Monaghan,28333,No,Yes,New Dwelling house /Apartment,"Kingscourt Rd, Co. Monaghan, Ireland"
2015-7-31,"151 Killester Avenue, Killester",Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,"151 Killester Ave, Clontarf West, Dublin 5, D05 F449, Ireland"
2017-10-5,"20 WOOD GREEN, FOREST PARK, DROMAHAIR",Leitrim,135000,No,No,Second-Hand Dwelling house /Apartment,"20 Wood Green, Forest Park, Dromahair, Co. Leitrim, F91 V3H4, Ireland"
2017-9-22,"16 Corrybeg Way, Templeogue, Dublin 6W",Dublin,722467,No,Yes,New Dwelling house /Apartment,"6w, 16 Corrybeg, Templeogue Village, Dublin 6W, Co. Dublin, D6W AH01, Ireland"
2016-10-13,"2B BELMONT, ST CONLANS RD, NENAGH",Tipperary,137500,No,No,Second-Hand Dwelling house /Apartment,"St Conlan's Rd, Nenagh, Co. Tipperary, Ireland"
2011-1-9,"15 The Close, Fox Lodge wood, Ballybib  Rathoath",Meath,370000,No,No,Second-Hand Dwelling house /Apartment,"Ballybin, Co. Meath, Ireland"
2019-2-9,"29 OROURKE PARK, SALLYNOGGIN, DUBLIN",Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,"29 O'Rourke Park, Honeypark, Sallynoggin, Co. Dublin, A96 X2C8, Ireland"
2014-10-20,"62 GLENMORE WOOD, MULLINGAR, WESTMEATH",Westmeath,127500,No,No,Second-Hand Dwelling house /Apartment,"62 Glenmore Wood, Dublin Rd, Bellview, Mullingar, Co. Westmeath, N91 T6YV, Ireland"
2015-8-9,"36 PADDOCKS VIEW, LUCAN, ADAMSTOWN",Dublin,268000,No,No,Second-Hand Dwelling house /Apartment,"36 The Paddocks View, Adamstown, Lucan, Co. Dublin, K78 VX61, Ireland"
2020-9-21,"STATION RD, DULEEK, MEATH",Meath,295000,No,No,Second-Hand Dwelling house /Apartment,"Station Rd, Co. Meath, Ireland"
2017-12-19,"5A THORMOND VILLAGE, BALLYGRENNAN, CO LIMERICK",Limerick,35000,No,No,Second-Hand Dwelling house /Apartment,"5A Thomond Village, Baile Uí Dhroighneáin, Luimneach, V94 ER83, Ireland"
2020-3-13,"APT 9 THE ELMS, PELLETSTOWN MANOR, ASHTOWN DUBLIN 15",Dublin,251000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 26, The Elms, River Rd, Pelletstown Manor, Royal Canal Park, Ashtown, Dublin 15, Ireland"
2021-6-17,"4 THE WELL, BALLINLOUGH RD, CORK",Cork,215000,No,No,Second-Hand Dwelling house /Apartment,"6, The Well, Ballinlough Rd, Ballinlough, Cork, Ireland"
2019-8-11,"61 Stoneleigh, Craddockstown, Naas",Kildare,250000,Yes,Yes,New Dwelling house /Apartment,"Craddockstown Rd, Naas, Co. Kildare, Ireland"
2014-7-2,"57 SEABOURNE VIEW, GREYSTONES, WICKLOW",Wicklow,100000,No,No,Second-Hand Dwelling house /Apartment,"57 Seabourne View, Ballynerrin, Co. Wicklow, Ireland"
2019-7-31,"TURIN, MOUNTNUGENT, CO. CAVAN",Cavan,245000,No,No,Second-Hand Dwelling house /Apartment,"Mountnugent, Mount Nugent, Co. Cavan, Ireland"
2021-4-26,"31 Oakfield, Park Road, Killarney",Kerry,275000,No,Yes,New Dwelling house /Apartment,"31 Oakfield, Ballycasheen, Killarney, Co. Kerry, Ireland"
2016-10-6,"No.46 Ballygossan Park, Golf Links Road, Skerries",Dublin,251100,No,Yes,New Dwelling house /Apartment,"46 Ballygossan Park, Hacketstown, Co. Dublin, Ireland"
2021-6-29,"1 HIGH ST, ARDCLONE, PILTOWN",Kilkenny,141000,No,No,Second-Hand Dwelling house /Apartment,"Ardclone, Woodview, Co. Kilkenny, Ireland"
2017-3-28,"ST MARTINS, CAHERLEAHEEN, TRALEE",Kerry,160000,No,No,Second-Hand Dwelling house /Apartment,"Caherleaheen, Caherleheen, Tralee, Co. Kerry, Ireland"
2021-10-14,"SUCKFIELD, SHANNONBRIDGE RD, BALLINASLOE",Roscommon,146000,No,No,Second-Hand Dwelling house /Apartment,"Shannonbridge Rd, Ballinasloe, Co. Galway, Ireland"
2011-4-13,"No. 5 St. James Court, Cabra, Kingscourt",Cavan,255506.6,No,Yes,New Dwelling house /Apartment,"200 N Green St, Chicago, IL 60607, USA"
2015-6-26,"18 IVY COURT, BROOMFIELD VILLAGE, BROOMFIELD",Cork,115000,No,No,Second-Hand Dwelling house /Apartment,"Broomfield, CO, USA"
2017-11-12,"32  The Gallops, Kinnegad Road",Meath,229075,No,Yes,New Dwelling house /Apartment,"32 The Gallops, Trim, Co. Meath, Ireland"
2015-1-23,"51 Juliet Square, St Edmunds, Palmerstown",Dublin,146550,No,No,Second-Hand Dwelling house /Apartment,"Apartment 36, Juliet Square, St Edmunds Park, Yellow Walls, Lucan, Co. Dublin, Ireland"
2014-12-9,"4 Alaan Park, Stranorlar",Donegal,180000,No,Yes,New Dwelling house /Apartment,"4 Allan Park, Admiran, Stranorlar, Co. Donegal, F93 DCA2, Ireland"
2021-4-15,"APT 1 - 67, THE CARLTON, HENRY ST",Limerick,11250000,No,No,Second-Hand Dwelling house /Apartment,
2021-4-5,"26 Oldtown Woods, Celbridge",Kildare,348017.62,No,Yes,New Dwelling house /Apartment,"Oldtown Wds, Co. Kildare, Ireland"
2021-2-18,"CARNSHANNAGH, RAPHOE, CO DONEGAL",Donegal,55000,No,No,Second-Hand Dwelling house /Apartment,"Carnshannagh, Co. Donegal, Ireland"
2010-12-21,"Grattan Street, Ballymote",Sligo,98000,No,No,Second-Hand Dwelling house /Apartment,"Ballymote, Co. Sligo, Ireland"
2015-9-25,"67 BEECHMOUNT, GREEN RD, NEWBRIDGE",Kildare,252000,No,No,Second-Hand Dwelling house /Apartment,"67 Beechmount Ct, Moorfield, Newbridge, Co. Kildare, Ireland"
2015-11-26,"35 KILMAINHAMWOOD RETIREMENT VILLAG, KILMAINHAMWOOD, KELLS",Meath,55000,No,No,Second-Hand Dwelling house /Apartment,"35 Kilmainhamwood Retirement Village, Eden, Kilmainhamwood, Co. Meath, A82 PW53, Ireland"
2012-11-12,"Altmor, Brighton Road, Foxrock",Dublin,1700000,No,No,Second-Hand Dwelling house /Apartment,"Altmor, Brighton Rd, Kerrymount, Dublin 18, Ireland"
2015-12-14,"286 Clontarf Road, Clontarf",Dublin,825000,No,No,Second-Hand Dwelling house /Apartment,"286 Clontarf Rd, Clontarf, Dublin 3, D03 H2K6, Ireland"
2015-9-7,"CARROWHUBBOCK SOUTH, INNISCRONE, SLIGO",Sligo,105000,No,No,Second-Hand Dwelling house /Apartment,"Carrowhubbuck South, Enniscrone, Co. Sligo, Ireland"
2016-1-22,"21 BALLYTORE RD, RATHFARNHAM, DUBLIN 14",Dublin,660000,No,No,Second-Hand Dwelling house /Apartment,"21 Ballytore Rd, Rathfarnham, Dublin, D14 RW18, Ireland"
2020-7-15,"45 Rose Drive, Rath Ullord, Bonnettsrath Road",Kilkenny,330400,No,Yes,New Dwelling house /Apartment,"Neworchard, Rath Úllord, Co. Kilkenny, Ireland"
2018-8-30,"2 Aston Village, Drogheda",Louth,223671.88,No,Yes,New Dwelling house /Apartment,"Aston Village, Drogheda, Co. Louth, Ireland"
2017-2-28,"AUBURN HOUSE, 266 HAROLDS CROSS RD, DUBLIN 6",Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,"HOUSE, 266, 6 Harold's Cross Rd, Harold's Cross, Dublin, Ireland"
2018-8-13,"181 CLONROOSKE ABBEY, PORTLAOISE, CO LAOIS",Laois,190000,No,No,Second-Hand Dwelling house /Apartment,"181 Clonroosk Abbey, Maryborough, Portlaoise, Co. Laois, R32 CFW3, Ireland"
2018-9-25,"5 CUIRT NA HABHAINN, LAKEVIEW, CLAREGALWAY",Galway,232155.34,No,No,Second-Hand Dwelling house /Apartment,"5 Cúirt Na hAbhann, Lakeview, Claregalway, Co. Galway, H91 C2X8, Ireland"
2021-9-24,"6 COIS NA HABHANN, BELCARRA, CASTLEBAR",Mayo,155000,No,No,Second-Hand Dwelling house /Apartment,"Castlebar, Co. Mayo, Ireland"
2015-1-12,"75 CARTUR MOR, CLYBAUN RD, GALWAY",Galway,205000,No,No,Second-Hand Dwelling house /Apartment,"75 Clybaun Rd, Cartúr Mór, Knocknacarra, Galway, H91 FY5N, Ireland"
2017-10-8,"15 BROCKRA WALK, BELLINGHAM, MOUNTRATH ROAD PORTLAOISE",Laois,162995,No,Yes,New Dwelling house /Apartment,"15 Brockra Walk, Clonroosk Little, Co. Laois, Ireland"
2019-12-9,"THE HAW, LIFFORD, DONEGAL",Donegal,150000,No,No,Second-Hand Dwelling house /Apartment,"The Haw Ln, Co. Donegal, Ireland"
2014-12-23,"4 THE TURNPIKE, SANTRY CROSS, BALLYMUN",Dublin,65000,No,No,Second-Hand Dwelling house /Apartment,"Santry Cross, Ballymun, Dublin 11, Ireland"
2018-6-21,"6 PRIORY ST, NEW ROSS, WEXFORD",Wexford,42000,No,No,Second-Hand Dwelling house /Apartment,"6 Priory St, Southknock, New Ross, Co. Wexford, Y34 X895, Ireland"
2018-12-21,"16 BANK ST, TEMPLEMORE, CO TIPPERARY",Tipperary,129500,No,No,Second-Hand Dwelling house /Apartment,"Belleville, Templemore, Co. Tipperary, Ireland"
2015-6-17,"44 KINDLESTOWN PARK, GREYSTONES, WICKLOW",Wicklow,215000,No,No,Second-Hand Dwelling house /Apartment,"44 Kindlestown Park, Kindlestown Lower, Greystones, Co. Wicklow, A63 XK40, Ireland"
2020-9-12,"6 CONGRESS AVENUE, DROGHEDA, CO LOUTH",Louth,90000,No,No,Second-Hand Dwelling house /Apartment,"6 Congress Ave, Lagavooren, Drogheda, Co. Louth, A92 NHT0, Ireland"
