Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/11/2011,"52 Blackthorn Close, Portmarnock, County Dublin",,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"Derryvrin, Abbeydorney",,Kerry,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"No. 17 The Square, Aubrey Manor, Rathcoole",,Dublin,"€383,259.91",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2015,"RATHBAWN LODGE, TULLOW, CARLOW",,Carlow,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2019,"LEA RD, PORTARLINGTON, LAOIS",,Laois,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"12 HAZELBROOK COURT, TERENURE, DUBLIN 6W",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2015,"CAMLA, KILLYCUSHILL, MONAGHAN",,Monaghan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2019,"92 COLLEGE AVE, MOUNTMELLICK, LAOIS",,Laois,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"8 CHERRY ORCHARD, BROOMFIELD VILLAGE, MIDLETON",,Cork,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"Apartment 10, Cumberland Row, North Cumberland Street",Dublin 1,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"17 The Square (Arcadia Court), Skerries",,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2014,"BALLINTIM, CAMOLIN, ENNISCORTHY",,Wexford,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"ROSS, KILBAHA, CO CLARE",,Clare,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2019,"3 CUCHULAINN HEIGHTS, CARLINGFORD, CO LOUTH",,Louth,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2011,"22 Ben Eadair Road, Stoneybatter",Dublin 7,Dublin,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2019,"41 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13",Dublin 13,Dublin,"€260,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"BALLYFERNOGUE, CAMPILE, WEXFORD",,Wexford,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Scrine, Athleauge, Co. Roscommon",,Roscommon,"€195,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/10/2014,"69 ANNAMOE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2018,"5 THE CRESCENT, PARK WEST POINTE, YEATS WAY DUBLIN 22",Dublin 12,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"9 FAIRVIEW, BIRR, OFFALY",,Offaly,"€115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/03/2017,"42A DRUMMARTIN PARK, GOATSTOWN, DUBLIN 14",,Dublin,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2016,"59 MAIGH RIOCAIRD, CASTLEGAR VILLAGE, HEADFORD RD",,Galway,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2017,"43 LORETTO PK, FRIARS WALK, CORK",,Cork,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2013,"Clash Road, Abbeyfeale",,Limerick,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2021,"2 ST MARYS TERRACE, ST MARYS RD, KILLARNEY",,Kerry,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"19 TEMPLEROAN GREEN, RATHFARNHAM, DUBLIN 14",Dublin 16,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2021,"59 KINGSWOOD, BLACKROCK RD, DUNDALK",,Louth,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"ST. JOSEPHS, RAILWAY VIEW, ATHLONE",,Westmeath,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2018,"42 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18",Dublin 18,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"13 HAZELVILLE, ONSLOW GARDENS COMMONS RD, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2010,"15 Lanesborough Mews, St. Margarets  Finglas, Dublin 11",,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"9 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES DUBLIN 6",Dublin 6,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2019,"26 LOWER BELADD, STRADBALLY RD, PORTLAOISE",,Laois,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2013,"8 The Quays, Harbour Point, Longford",,Longford,"€24,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2015,"8 BEECH GROVE, JOHNSTOWN WOOD, NAVAN",,Meath,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"15 THE MAPLES, BIRD AVENUE, CLONSKEAGH",Dublin 14,Dublin,"€656,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"35 SWANS NEST AVENUE, KILBARRACK, DUBLIN 5",Dublin 5,Dublin,"€156,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/08/2013,"Apt. 6  Mountgarrett Lane, Irishtown, New Ross",,Wexford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"13 Riversdale Court, Monkstown",,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2019,"8 Park Crescent, Hansfield Wood, Hansfield",Dublin 15,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,
04/04/2014,"27 An Crannog, Kingscourt Road, Carrickmacross",,Monaghan,"€28,333.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/07/2015,"151 Killester Avenue, Killester",Dublin 5,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"20 WOOD GREEN, FOREST PARK, DROMAHAIR",,Leitrim,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"16 Corrybeg Way, Templeogue, Dublin 6W",Dublin 6w,Dublin,"€722,467.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/10/2016,"2B BELMONT, ST CONLANS RD, NENAGH",,Tipperary,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2011,"15 The Close, Fox Lodge wood, Ballybib  Rathoath",,Meath,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2019,"29 OROURKE PARK, SALLYNOGGIN, DUBLIN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2014,"62 GLENMORE WOOD, MULLINGAR, WESTMEATH",,Westmeath,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2015,"36 PADDOCKS VIEW, LUCAN, ADAMSTOWN",,Dublin,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"STATION RD, DULEEK, MEATH",,Meath,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"5A THORMOND VILLAGE, BALLYGRENNAN, CO LIMERICK",,Limerick,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"APT 9 THE ELMS, PELLETSTOWN MANOR, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"4 THE WELL, BALLINLOUGH RD, CORK",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"61 Stoneleigh, Craddockstown, Naas",,Kildare,"€250,000.00",Yes,Yes,New Dwelling house /Apartment,
07/02/2014,"57 SEABOURNE VIEW, GREYSTONES, WICKLOW",,Wicklow,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2019,"TURIN, MOUNTNUGENT, CO. CAVAN",,Cavan,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2021,"31 Oakfield, Park Road, Killarney",,Kerry,"€275,000.00",No,Yes,New Dwelling house /Apartment,
10/06/2016,"No.46 Ballygossan Park, Golf Links Road, Skerries",,Dublin,"€251,100.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/06/2021,"1 HIGH ST, ARDCLONE, PILTOWN",,Kilkenny,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"ST MARTINS, CAHERLEAHEEN, TRALEE",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"SUCKFIELD, SHANNONBRIDGE RD, BALLINASLOE",,Roscommon,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"No. 5 St. James Court, Cabra, Kingscourt",,Cavan,"€255,506.60",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/06/2015,"18 IVY COURT, BROOMFIELD VILLAGE, BROOMFIELD",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"32  The Gallops, Kinnegad Road",,Meath,"€229,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/01/2015,"51 Juliet Square, St Edmunds, Palmerstown",Dublin 20,Dublin,"€146,550.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"4 Alaan Park, Stranorlar",,Donegal,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2021,"APT 1 - 67, THE CARLTON, HENRY ST",,Limerick,"€11,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"26 Oldtown Woods, Celbridge",,Kildare,"€348,017.62",No,Yes,New Dwelling house /Apartment,
18/02/2021,"CARNSHANNAGH, RAPHOE, CO DONEGAL",,Donegal,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2010,"Grattan Street, Ballymote",,Sligo,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2015,"67 BEECHMOUNT, GREEN RD, NEWBRIDGE",,Kildare,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2015,"35 KILMAINHAMWOOD RETIREMENT VILLAG, KILMAINHAMWOOD, KELLS",,Meath,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2012,"Altmor, Brighton Road, Foxrock",,Dublin,"€1,700,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"286 Clontarf Road, Clontarf",Dublin 3,Dublin,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2015,"CARROWHUBBOCK SOUTH, INNISCRONE, SLIGO",,Sligo,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2016,"21 BALLYTORE RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2020,"45 Rose Drive, Rath Ullord, Bonnettsrath Road",,Kilkenny,"€330,400.00",No,Yes,New Dwelling house /Apartment,
30/08/2018,"2 Aston Village, Drogheda",,Louth,"€223,671.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/02/2017,"AUBURN HOUSE, 266 HAROLDS CROSS RD, DUBLIN 6",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2018,"181 CLONROOSKE ABBEY, PORTLAOISE, CO LAOIS",,Laois,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2018,"5 CUIRT NA HABHAINN, LAKEVIEW, CLAREGALWAY",,Galway,"€232,155.34",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"6 COIS NA HABHANN, BELCARRA, CASTLEBAR",,Mayo,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2015,"75 CARTUR MOR, CLYBAUN RD, GALWAY",,Galway,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"15 BROCKRA WALK, BELLINGHAM, MOUNTRATH ROAD PORTLAOISE",,Laois,"€162,995.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/09/2019,"THE HAW, LIFFORD, DONEGAL",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"4 THE TURNPIKE, SANTRY CROSS, BALLYMUN",Dublin 11,Dublin,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2018,"6 PRIORY ST, NEW ROSS, WEXFORD",,Wexford,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"16 BANK ST, TEMPLEMORE, CO TIPPERARY",,Tipperary,"€129,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2015,"44 KINDLESTOWN PARK, GREYSTONES, WICKLOW",,Wicklow,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"6 CONGRESS AVENUE, DROGHEDA, CO LOUTH",,Louth,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"44 Chestnut Drive, Fruithill Manor, Graiguecullen",,Laois,"€154,185.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/10/2019,"11 Longstone, Blessington Road, Craddockstown",,Kildare,"€343,612.33",No,Yes,New Dwelling house /Apartment,
26/09/2018,"7 CASTLEKNOCK CROSS, CASTLEKNOCK",,Dublin,"€722,466.96",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/05/2017,"NO.1 SHORE ROAD, BALLYLIFFIN, CO DONEGAL",,Donegal,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2018,"APT 2 MAIN ST, RUSH, DUBLIN",,Dublin,"€179,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2018,"MOUNT MUNGRET, MUNGRET, COUNTY LIMERICK",,Limerick,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/12/2014,"BALLYGOBBAN, KNOCKANANNA, WICKLOW",,Wicklow,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2017,"CURRAGHALANE, LIFFORD, DONEGAL",,Donegal,"€55,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"Apartment 34  Leona Block, Honeypark, Honeypark",,Dublin,"€295,154.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/10/2012,"9 barrington court, prosperous",,Kildare,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"GLEN MERVYN HOUSE, GLANMIRE, CORK",,Cork,"€626,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2012,"Ballincarriga, Dunmanway",,Cork,"€146,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2020,"93 COLLEGE HILL, MULLINGAR, WESTMEATH",,Westmeath,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"148 WATERVILLE TERRACE, LAKEHURST, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2019,"24 CLUAINN AOIBHINN, SWELLAN, CAVAN",,Cavan,"€140,056.49",No,No,Second-Hand Dwelling house /Apartment,
09/12/2010,"19 The Green, Kensington Lodge, Rochestown Avenue",,Dublin,"€310,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/02/2016,"APT 28, RUSSELL COURT, FELTRIM RD",,Dublin,"€118,487.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2011,"Coole West, Athea",,Limerick,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2018,"no 6 Freke Mews, Baltimore",,Cork,"€196,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/09/2017,"18 The Way, The Paddocks, Hansfield",,Dublin,"€264,273.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/02/2010,"10 the paddock, moyglare abbey, maynooth",,Kildare,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2019,"14 BAILE AN, KILLORGLIN, TOOREEN",,Kerry,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"82G, BELLEVUE, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/01/2017,"76 BLOCK A, SMITHFIELD MARKET DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2018,"2 ARDROM, VICTORIA RD, DALKEY",,Dublin,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2016,"50 PRIMROSE GARDENS, CLARECASTLE, CLARE",,Clare,"€174,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2013,"18 UPPER RATHMINES RD, DUBLIN 6, DUBLIN",,Dublin,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"172 The Richmond, North Brunswick Street, Dublin 7",,Dublin,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2016,"16  Maoilin, Ballymoneen Road",,Galway,"€255,682.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/12/2017,"15 ROCKWELL COVE, IDRONE TERRACE, BLACKROCK",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"29 RIVERBANK HALL, ADDISON AVE, ADDISON PARK DUBLIN 9",Dublin 11,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2017,"8 SOMERVILLE GREEN, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2010,"16 Marlfield Grove, Tallaght",,Dublin,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2015,"Apt 316 Block 8A, Tallaght Cross West, Dublin 24",Dublin 24,Dublin,"€120,145.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/03/2016,"Apt 12 Adelaide House, 7/8 Haddington Terrace, Dun Laoghaire",,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"104 THE WOOD CLON BRUGH, AIKENS VILAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2015,"MARLINSTOWN, MULLINGAR, WESTMEATH",,Westmeath,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2015,"12 PALMERS GLADE, PALMERSTOWN MANOR, PALMERSTOWN DUBLIN 20",Dublin 20,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2013,"98 Colthurst Crescent, Lucan",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"50 DUFFERIN AVE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2017,"BUNROWER, AYLE, WESTPORT",,Mayo,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2018,"APARTMENT, MAIN STREET, ARVA",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"123 ADELAIDE SQ, WHITEFRIAR ST, DUBLIN 8",Dublin 8,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2019,"16 ST MICHAELS TERRACE, CLOGHERHEAD, LOUTH",,Louth,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"APT 11, FITZWILLIAM COURT, DYER ST",,Louth,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"152 CAISLEAN NA, HABHAINN CASTLETROY, LIMERICK",,Limerick,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2015,"Apt 343 Block 8B, Tallaght Cross West, Dublin 24",Dublin 24,Dublin,"€95,278.47",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/10/2010,"69 Elm Mount Avenue, Beaumont, Dublin 9",,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2014,"114 College Manor, Hoey's Lane, Dundalk",,Louth,"€62,400.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2014,"24 HAZELWOOD, LOUGHREA, GALWAY",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2017,"1 THE GREEN, HAZELBROOK SQUARE, WHITEHALL ROAD",Dublin 14,Dublin,"€563,877.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
22/05/2018,"11 EMMET TERRACE, TULLAMORE, OFFALY",,Offaly,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2012,"Knockanae, Boher",,Limerick,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2017,"APT 7, 262 NORTH CIRCULAR ROAD, DUBLIN 7",,Dublin,"€110,900.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2021,"25 Athlumney Close, Kentstown Road, Navan",,Meath,"€259,912.00",No,Yes,New Dwelling house /Apartment,
15/05/2014,"103 ASHFIELD, NORTH RD, DROGHEDA",,Louth,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2017,"20 Kellett's Grove, Lagore Road, Dunshaughlin",,Meath,"€321,586.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/09/2014,"17 EDWARD SQ, BLOOMFIELD, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,"€1,374,449.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2014,"93 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€81,400.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2021,"23 THE ORCHARD, RUSHBROOKE LINKS, COBH",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2016,"3 JANEMOUNT PARK, CORBALLY, LIMERICK",,Limerick,"€158,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"Apt 110 Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€164,431.57",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"187 The Oaks, Carrington, Santry  Dublin 9",,Dublin,"€193,595.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/12/2018,"DRUM, BELMULLET, MAYO",,Mayo,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"4 BUTTERGATE WAY, MORNINGTON, MEATH",,Meath,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"4 THE HEATHERS, CASTLEKNOCK ROAD, DUBLIN 15",Dublin 15,Dublin,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"30 STOCKING WOOD COPSE, STOCKING AVE, RATHFARNHAM",Dublin 16,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2010,"1 Heeleys View, The Mall, Malahide",,Dublin,"€352,422.91",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/07/2019,"MAIN STREET, MUCKLAGH, TULLAMORE",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"BECTIVE STREET, KELLS, CO MEATH",,Meath,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2013,"16 Botley Court, Kilmalogue, Portarlington",,Laois,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2011,"Town Lough Uppe, Killaloe Ballina, Co. Tipperary",,Tipperary,"€378,150.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"112 LIMEKILN GREEN, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€386,000.00",No,No,Second-Hand Dwelling house /Apartment,
